DatabaseClass text,LauncherClass numeric,LauncherId numeric,Description text,LocalName text,FiringArc_deg numeric,Az numeric,El numeric,FireControlSensor text,FireControlSensor2 text,IsReloadable numeric
"A-4Su","CM Ejector","5","","","0","0","0","","",""
"A-4Su","CM Ejector","6","","","0","0","0","","",""
"A-6A","A-6A OWing","0","","","0","0","0","APQ-92","","0"
"A-6A","A-6A IWing","1","","","0","0","0","APQ-92","","0"
"A-6A","A-6A Center","2","","","0","0","0","APQ-92","","0"
"A-6A","ALE-19 CMs","3","","","0","180","0","","","0"
"A-6A","ALE-19 CMs","4","","","0","180","0","","","0"
"A-6B","A-6B OWing","0","","","0","0","0","APQ-112","","0"
"A-6B","A-6B IWing","1","","","0","0","0","APQ-112","","0"
"A-6B","A-6B Center","2","","","0","0","0","APQ-112","","0"
"A-6B","ALE-19 CMs","3","","","0","180","0","","","0"
"A-6B","ALE-19 CMs","4","","","0","180","0","","","0"
"A-6C","A-6A OWing","0","","","0","0","0","APQ-112","","0"
"A-6C","A-6C IWing","1","","","0","0","0","APQ-112","","0"
"A-6C","ALE-19 CMs","2","","","0","180","0","","","0"
"A-6C","ALE-19 CMs","3","","","0","180","0","","","0"
"A-6E","A-6E OWing","0","","","0","0","0","APQ-156","Laser-20km","0"
"A-6E","A-6E IWing","1","","","0","0","0","APQ-156","Laser-20km","0"
"A-6E","A-6E Center","2","","","0","0","0","APQ-156","Laser-20km","0"
"A-6E","CM Ejector","3","","","360","180","0","","","0"
"A-6E","CM Ejector","4","","","360","180","0","","","0"
"A-6E(78)","A-6ET OWing","0","","","0","0","0","APQ-156","Laser-20km","0"
"A-6E(78)","A-6ET IWing","1","","","0","0","0","APQ-156","Laser-20km","0"
"A-6E(78)","A-6E Center","2","","","0","0","0","APQ-156","Laser-20km","0"
"A-6E(78)","CM Ejector","3","","","360","180","0","","","0"
"A-6E(78)","CM Ejector","4","","","360","180","0","","","0"
"A-7A","A7 1-8","0","","","0","0","0","","","0"
"A-7A","A7 2-7","1","","","0","0","0","","","0"
"A-7A","A7 3-6","2","","","0","0","0","","","0"
"A-7A","A7 Chin","3","","","0","0","0","","","0"
"A-7A","20mm Colt Mk-12 Cannon (600)","4","","","0","0","0","","","0"
"A-7A","ALE-29 CMs","5","","","0","0","0","","","0"
"A-7A","ALE-29 CMs","6","","","0","0","0","","","0"
"A-7B","A7 1-8","0","","","0","0","0","","","0"
"A-7B","A7 2-7","1","","","0","0","0","","","0"
"A-7B","A7 3-6","2","","","0","0","0","","","0"
"A-7B","A7 Chin","3","","","0","0","0","","","0"
"A-7B","20mm Colt Mk-12 Cannon (600)","4","","","0","0","0","","","0"
"A-7B","ALE-29 CMs","5","","","0","0","0","","","0"
"A-7B","ALE-29 CMs","6","","","0","0","0","","","0"
"A-7C","A7 1-8","0","","","0","0","0","","","0"
"A-7C","A7 2-7","1","","","0","0","0","","","0"
"A-7C","A7 3-6","2","","","0","0","0","","","0"
"A-7C","A7 Chin","3","","","0","0","0","","","0"
"A-7C","20mm Colt Mk-12 Cannon (600)","4","","","0","0","0","","","0"
"A-7C","ALE-29 CMs","5","","","0","0","0","","","0"
"A-7C","ALE-29 CMs","6","","","0","0","0","","","0"
"A-7D","A72 1-8","0","","","0","0","0","","","0"
"A-7D","A72 2-7","1","","","0","0","0","","","0"
"A-7D","A72 3-6","2","","","0","0","0","","","0"
"A-7D","A7 Chin","3","","","0","0","0","","","0"
"A-7D","M61A Cannon(1000)","4","","","0","0","0","","","0"
"A-7D","ALE-29 CMs","5","","","0","0","0","","","0"
"A-7D","ALE-29 CMs","6","","","0","0","0","","","0"
"A-7E","A7 1-8","0","","","0","0","0","","","0"
"A-7E","A7 2-7","1","","","0","0","0","","","0"
"A-7E","A7 3-6","2","","","0","0","0","","","0"
"A-7E","A7 Chin","3","","","0","0","0","","","0"
"A-7E","M61A Cannon(1000)","4","","","0","0","0","","","0"
"A-7E","ALE-40 CMD","5","","","0","0","0","","","0"
"A-7E","ALE-40 CMD","6","","","0","0","0","","","0"
"A-7E(79)","A72 1-8","0","","","0","0","0","","","0"
"A-7E(79)","A72 2-7","1","","","0","0","0","","","0"
"A-7E(79)","A72 3-6","2","","","0","0","0","","","0"
"A-7E(79)","A7 Chin","3","","","0","0","0","","","0"
"A-7E(79)","M61A Cannon(1000)","4","","","0","0","0","","","0"
"A-7E(79)","ALE-40 CMD","5","","","0","0","0","","","0"
"A-7E(79)","ALE-40 CMD","6","","","0","0","0","","","0"
"A-7E(Thailand)","A7 1-8","0","","","0","0","0","","","0"
"A-7E(Thailand)","A7 2-7","1","","","0","0","0","","","0"
"A-7E(Thailand)","A7 3-6","2","","","0","0","0","","","0"
"A-7E(Thailand)","A7 Chin","3","","","0","0","0","","","0"
"A-7E(Thailand)","M61A Cannon(1000)","4","","","0","0","0","","","0"
"A-7E(Thailand)","ALE-40 CMD","5","","","0","0","0","","","0"
"A-7E(Thailand)","ALE-40 CMD","6","","","0","0","0","","","0"
"A-7H","A7 1-8","0","","","0","0","0","","","0"
"A-7H","A7 2-7","1","","","0","0","0","","","0"
"A-7H","A7 3-6","2","","","0","0","0","","","0"
"A-7H","A7 Chin","3","","","0","0","0","","","0"
"A-7H","M61A Cannon(1000)","4","","","0","0","0","","","0"
"A-7H","ALE-40 CMD","5","","","0","0","0","","","0"
"A-7H","ALE-40 CMD","6","","","0","0","0","","","0"
"A-7K","A72 1-8","0","","","0","0","0","","","0"
"A-7K","A72 2-7","1","","","0","0","0","","","0"
"A-7K","A72 3-6","2","","","0","0","0","","","0"
"A-7K","A7 Chin","3","","","0","0","0","","","0"
"A-7K","M61A Cannon(1000)","4","","","0","0","0","","","0"
"A-7K","ALE-40 CMD","5","","","0","0","0","","","0"
"A-7K","ALE-40 CMD","6","","","0","0","0","","","0"
"A-7P","A7 1-8","0","","","0","0","0","","","0"
"A-7P","A7 2-7","1","","","0","0","0","","","0"
"A-7P","A7 3-6","2","","","0","0","0","","","0"
"A-7P","A7 Chin","3","","","0","0","0","","","0"
"A-7P","20mm Colt Mk-12 Cannon (600)","4","","","0","0","0","","","0"
"A-7P","ALE-29 CMs","5","","","0","0","0","","","0"
"A-7P","ALE-29 CMs","6","","","0","0","0","","","0"
"AAW cruiser","SA-SAM System","0","No description is available","","0","0","0","SAM fire control radar","","0"
