DatabaseClass text primary key,NATO_ASCC text,ModelClassId numeric,ClassificationId numeric,Cost numeric,Weight_kg numeric,Volume_m3 numeric,InitialYear numeric,FinalYear numeric,Country text,Designation text,ImageList text,IconFileName nexttumeric,ModelFileName text,Description text,Notes text,MaxRange_km numeric,RefRange_km numeric,FieldOfView_deg numeric,MinElevation_deg numeric,MaxElevation_deg numeric,ScanPeriod_s numeric,DamageEffect text,RangeError numeric,AngleError_deg numeric,ElevationError_deg numeric,MinFrequency_Hz numeric,MaxFrequency_Hz numeric,IdThreshold_dB real,CounterMeasureFactor numeric,IsSurveillance numeric,ERPpeak_dBW numeric,ERPaverage_dBW numeric,MaxFireControlTracks numeric,IsSemiactive numeric,BlindSpeed_mps numeric,LookdownWater_dB numeric,LookdownLand_dB numeric,Bandwidth_Hz numeric,AzimuthBeamwidth_deg numeric,ElevationBeamwidth_deg numeric,EffectiveSidelobes_dB numeric,DetectsSurface numeric,DetectsAir numeric,DetectsMissile numeric,DetectsGround numeric
"EL/M-2032 AG","","0","0","","","","1900","2999","","","","","","Surveilance, Detects: GS, Range: 240km, Ref:19.3km, ERP_dBw: 42 / 32","Marcos","240","19.285","120","-60","60","4","GenericSensor","0","0","90","3000000000","3500000000","99","1","1","42","32","0","0","0","0","0","3000000","5","5","-30","1","0","0","1"
"Feng-II Seeker","","0","0","1","0","0","1900","2999","","","","","","Illuminator, Detects: S, Range: 40km, Ref:3.6km, ERP_dBw: 50 / 40","","40","3.561","60","-30","30","2.5","GenericSensor","0.3","6.19","4.13","3000000000","3500000000","99","1","0","50","40","0","0","0","0","0","3000000","5","5","-30","1","0","0","0"
"Furuno","","0","0","","","","1900","2999","","","","","","Surveilance, Detects: S, Range: 86km, Ref:4.3km, ERP_dBw: 44 / 34","Marcos","86.4","4.286","360","-25","25","2.4","GenericSensor","0","0","0","3000000000","3500000000","99","1","1","44.29","34.29","0","0","0","0","0","3000000","5","3","-30","1","0","0","0"
"GabrielMk3AS","","0","0","","","","1900","2999","","","","","","Illuminator, Detects: S, Range: 20km, Ref:2.1km, ERP_dBw: 20 / 10","Marcos","20","2.143","60","-20","20","1","GenericSensor","0","0","90","3000000000","3500000000","99","1","0","20","10","0","0","0","0","0","3000000","5","5","-30","1","0","0","0"
"Generic Radar 20km SS","","0","0","1","0","0","1900","2999","","","","","","Surveilance, Detects: GS, Range: 20km, Ref:2.4km, ERP_dBw: 46 / 36","","20","2.374","360","-35","70","8.63","GenericSensor","0","1.02","0.68","3000000000","3500000000","99","1","1","46","36","4","0","2.5","-3","-12","3000000","5","5","-30","1","0","0","1"
"HY-1JA Seeker","","0","0","1","0","0","1900","2999","","","","","","Illuminator, Detects: S, Range: 40km, Ref:3.9km, ERP_dBw: 46 / 36","set to detect a 30dB target at 20km","40","3.9","30","-30","30","1.25","GenericSensor","0.34","7.59","5.06","3000000000","3500000000","99","1","0","46","36","0","0","0","0","0","3000000","5","5","-30","1","0","0","0"
"Kelvin Hughes","","0","0","","","","1900","2999","","","","","","Surveilance, Detects: S, Range: 86km, Ref:4.3km, ERP_dBw: 44 / 34","Marcos","86.4","4.286","360","-25","25","2.4","GenericSensor","0","0","0","3000000000","3500000000","99","1","1","44.29","34.29","0","0","0","0","0","3000000","5","3","-30","1","0","0","0"
"Kh-15 Seeker","","0","0","1","0","0","1900","2999","","","","","","Illuminator, Detects: S, Range: 100km, Ref:25.7km, ERP_dBw: 50 / 40","","100","25.713","60","-60","60","2.5","GenericSensor","0.25","4.8","3.2","3000000000","3500000000","99","1","0","50","40","0","0","0","0","0","3000000","5","5","-30","1","0","0","0"
"Kh-22 Seeker","","0","0","1","0","0","1900","2999","","","","","","Illuminator, Detects: S, Range: 150km, Ref:30km, ERP_dBw: 50 / 40","","150","29.999","20","-20","20","2.5","GenericSensor","0.25","4.8","3.2","3000000000","3500000000","99","1","0","50","40","0","0","0","0","0","3000000","5","5","-30","1","0","0","0"
"Kh-35 Seeker","","0","0","1","0","0","1900","2999","","","","","","Illuminator, Detects: S, Range: 50km, Ref:5.9km, ERP_dBw: 50 / 40","","50","5.935","60","-30","30","2.5","GenericSensor","0.25","4.8","3.2","3000000000","3500000000","99","1","0","50","40","0","0","0","0","0","3000000","5","5","-30","1","0","0","0"
"Kh-59 Seeker","","0","0","1","0","0","1900","2999","","","","","","Illuminator, Detects: S, Range: 50km, Ref:5.9km, ERP_dBw: 50 / 40","","50","5.935","60","-30","30","2.5","GenericSensor","0.25","4.8","3.2","3000000000","3500000000","99","1","0","50","40","0","0","0","0","0","3000000","5","5","-30","1","0","0","0"
"Kivach SS","","0","0","1","0","0","1900","2999","","","","","","Surveilance, Detects: GS, Range: 40km, Ref:3.6km, ERP_dBw: 53 / 43","","40","3.561","360","-35","70","8.63","GenericSensor","0","0.84","0.56","3000000000","3500000000","99","1","1","53","43","4","0","2.5","-3","-12","3000000","5","5","-30","1","0","0","1"
"KS-1 SARH Seeker","","0","0","1","0","0","1900","2999","","","","","","Illuminator, Detects: S, Range: 30km, Ref:1.7km, ERP_dBw: -99 / -109","","30","1.714","10","-10","10","5","GenericSensor","0.32","6.79","4.52","3000000000","3500000000","99","1","0","-99","-109","0","1","0","0","0","3000000","5","5","-30","1","0","0","0"
"KSR-2 AR Seeker","","0","0","1","0","0","1900","2999","","","","","","Illuminator, Detects: S, Range: 40km, Ref:2.6km, ERP_dBw: 46 / 33","","40","2.571","20","-20","20","5","GenericSensor","0.32","6.79","4.52","3000000000","3500000000","99","1","0","46","33","0","0","0","0","0","3000000","5","5","-30","1","0","0","0"
"LN-66 SS","","0","0","1","0","0","1900","2999","","","","","","Surveilance, Detects: S, Range: 175km, Ref:16.6km, ERP_dBw: 70 / 60","","175","16.615","360","-35","70","8.63","GenericSensor","0","0.39","0.26","3000000000","3500000000","99","1","1","70","60","0","0","1.5","-3","-12","3000000","5","5","-30","1","0","0","0"
"Marte Mk2 Seeker","","0","0","","","","1900","2999","","","","","","Illuminator, Detects: S, Range: 10km, Ref:2.6km, ERP_dBw: 24 / 14","","10","2.571","60","-90","90","2.4","GenericSensor","0","0","90","3000000000","3500000000","99","3","0","24","14","0","0","0","0","0","3000000","5","3","-30","1","0","0","0"
"Marte Seeker","","0","0","","","","1900","2999","","","","","","Illuminator, Detects: S, Range: 30km, Ref:2.6km, ERP_dBw: 24 / 14","","30","2.571","60","-90","90","2.4","GenericSensor","0","0","90","3000000000","3500000000","99","3","0","24","14","0","1","0","0","0","3000000","5","3","-30","1","0","0","0"
"MM/APS-784","","0","0","","","","1900","2999","","","","","","Surveilance, Detects: S, Range: 150km, Ref:8.6km, ERP_dBw: 50 / 40","No data just a guess","150","8.571","360","-45","0","6","GenericSensor","0","0","90","3000000000","3500000000","99","1","1","50","40","0","0","0","0","0","3000000","5","60","-30","1","0","0","0"
"MR-212 Nvada","","0","0","1","0","0","1900","2999","","","","","","Surveilance, Detects: S, Range: 65km, Ref:5.9km, ERP_dBw: 60 / 50          NATO Palm Frond. Surface search radar installed aboard several Russian surface combatants.","","65","5.935","360","-35","70","8.63","GenericSensor","0","0.65","0.43","3000000000","3500000000","99","1","1","60","50","0","0","2.5","0","0","3000000","5","5","-30","1","0","0","0"
"MRK-10 SS","","0","0","0","0","0","1900","2999","","","","","","Surveilance, Detects: GS, Range: 30km, Ref:7.3km, ERP_dBw: 45 / 35","Max=30km; Ref=17km","30","7.285","360","0","36.83","4","GenericSensor","0.13","0.1","0.65","3000000000","3500000000","99","1","1","45.37","35.37","4","0","2.5","-3","-12","3000000","5","10.39","-30","1","0","0","1"
"MRK-50 SS","Snoop Tray 2","0","0","0","0","0","1900","2999","","","","","","Surveilance, Detects: GS, Range: 65km, Ref:24.8km, ERP_dBw: 45 / 35          MRK-50 Kaskad surface search radar.","Max=65km; Ref=57.847km","65","24.792","360","0","36.83","7.76","GenericSensor","0.13","0.1","0.65","3000000000","3500000000","99","1","1","45.37","35.37","4","0","2.5","-3","-12","3000000","5","10.39","-30","1","0","0","1"
"MRK-50E SS","Snoop Tray 2","0","0","0","0","0","1900","2999","","","","","","Surveilance, Detects: S, Range: 65km, Ref:22.6km, ERP_dBw: 45 / 35          Export Version of MRK-50 Kaskad surface search radar.","Given that its an export version, im assuming inferior performance. Degrading the system by 10%.","65","22.649","360","0","36.83","7.76","GenericSensor","0.143","0.11","0.715","3000000000","3500000000","99","1","1","45.37","35.37","4","0","2.5","-3","-12","3000000","5","10.39","-30","1","0","0","0"
"MRKP-58 Radian(Snoop pair)","","0","0","0","0","0","1900","2999","","","","","","Surveilance, Detects: GS, Range: 65km, Ref:24.8km, ERP_dBw: 45 / 35          MRKP-58 Radian(Snoop pair); SS Max=65km; Ref=57.847km","","65","24.792","360","0","36.83","7.76","GenericSensor","0.13","0.1","0.65","3000000000","3500000000","99","1","1","45.37","35.37","4","0","2.5","-3","-12","3000000","5","10.39","-30","1","0","0","1"
"N-001VEP-SAR","","0","0","","","","1900","2999","","","","","","Surveilance, Detects: GS, Range: 400km, Ref:8.6km, ERP_dBw: 49 / 39","Marcos","400","8.571","120","-55","55","6","GenericSensor","0","0","90","3000000000","3500000000","99","3","1","49","39","0","0","0","0","0","3000000","5","3","-30","1","0","0","1"
"Nayada SS","","0","0","1","0","0","1900","2999","","","","","","Surveilance, Detects: GS, Range: 40km, Ref:3.6km, ERP_dBw: 53 / 43","","40","3.561","360","-35","70","8.63","GenericSensor","0","0.84","0.56","3000000000","3500000000","99","1","1","53","43","4","0","2.5","-3","-12","3000000","5","5","-30","1","0","0","1"
"Obzor K","","0","0","1","0","0","1900","2999","","","","","","Surveilance, Detects: GS, Range: 370km, Ref:40.7km, ERP_dBw: 70 / 60          NATO Clam Pipe. Attack/terrain-following radar installed aboard Russian Tu-160 Blackjack bomber.","","370","40.712","35","-80","10","6","GenericSensor","0","0","0","3000000000","3500000000","99","1","1","70","60","1","0","0","0","0","3000000","5","5","-30","1","0","0","1"
"OPS-20","","0","0","1","0","0","1900","2999","","","","","","Surveilance, Detects: S, Range: 50km, Ref:8.4km, ERP_dBw: 60 / 50","[dewitt] didnt use any references, just a guess","50","8.4","360","-35","70","8","GenericSensor","0","0.46","0.31","3000000000.0","3500000000.0","99","1","1","60","50","0","0","1","0","0","3000000.0","5","5","-30","1","0","0","0"
"ORB-42 SS","","0","0","1","0","0","1900","2999","","","","","","Surveilance, Detects: S, Range: 120km, Ref:0km, ERP_dBw: 68 / 40","Dewitt SEP 2011. Just copied ORB-32 and restricted to forward looking. Set to X-Band","120","0","90","-35","0","10","GenericSensor","0","0.46","0.31","9000000000","9500000000","99","1","1","68","40","0","0","1","0","0","10000000","5","5","-30","1","0","0","0"
"P-500 Seeker","SS-N-12 Seeker","0","0","1","0","0","1900","2999","","","","","","Illuminator, Detects: S, Range: 30km, Ref:2.1km, ERP_dBw: 40 / 30","","30","2.143","30","-30","40","3","GenericSensor","999","999","999","3000000000","3500000000","99","3","0","40","30","0","0","0","0","-20","3000000","5","5","-30","1","0","0","0"
"P-6 Seeker","","0","0","1","0","0","1900","2999","","","","","","Illuminator, Detects: G, Range: 40km, Ref:3.9km, ERP_dBw: 50 / 40","","40","3.857","60","-30","30","2.5","GenericSensor","0.25","4.8","3.2","3000000000.0","3500000000.0","99","1","0","50","40","0","0","0","0","0","3000000.0","5","5","-30","0","0","0","1"
"Palm Frond SS","","0","0","1","0","0","1900","2999","","","","","","Surveilance, Detects: GS, Range: 75km, Ref:7.1km, ERP_dBw: 63 / 53","","75","7.123","360","-35","70","8.63","GenericSensor","0","0.59","0.39","3000000000","3500000000","99","1","1","63","53","4","0","2.5","-3","-12","3000000","5","5","-30","1","0","0","1"
"Pechora SS","","0","0","1","0","0","1900","2999","","","","","","Surveilance, Detects: GS, Range: 40km, Ref:3.6km, ERP_dBw: 53 / 43","","40","3.561","360","-35","70","8.63","GenericSensor","0","0.84","0.56","3000000000","3500000000","99","1","1","53","43","4","0","2.5","-3","-12","3000000","5","5","-30","1","0","0","1"
"PN-A(Down Beat)","","0","0","0","0","0","1900","2999","","","","","","Surveilance, Detects: GS, Range: 324km, Ref:21.8km, ERP_dBw: 47 / 37","","324","21.848","240","-60","0","7.76","GenericSensor","0.03","0.1","0.65","3000000000","3500000000","99","1","1","47.47","37.47","4","0","2","-8","-24.09","3000000","5","10.39","-30","1","0","0","1"
"Racal Decca","","0","0","","","","1900","2999","","","","","","Surveilance, Detects: S, Range: 86km, Ref:4.3km, ERP_dBw: 44 / 34","Marcos","86.4","4.286","360","-25","25","2.4","GenericSensor","0","0","90","3000000000","3500000000","99","1","1","44.29","34.29","0","0","0","0","0","3000000","5","2","-30","1","0","0","0"
"Raytheon","","0","0","","","","1900","2999","","","","","","Surveilance, Detects: S, Range: 86km, Ref:4.3km, ERP_dBw: 44 / 34","Marcos","86.4","4.286","360","0","25","2.4","GenericSensor","0","0","0","3000000000","3500000000","99","1","1","44.29","34.29","0","0","0","0","0","3000000","5","2","-30","1","0","0","0"
"RDR-1400C","","0","0","","","","1900","2999","","","","","","Surveilance, Detects: S, Range: 108km, Ref:4.3km, ERP_dBw: 39 / 29","Marcos","108","4.286","180","-45","45","3","GenericSensor","0","0","90","3000000000","3500000000","99","1","1","39","29","0","0","0","0","0","3000000","5","10","-30","1","0","0","0"
"RDR-1500","","0","0","","","","1900","2999","","","","","","Surveilance, Detects: S, Range: 324km, Ref:6.4km, ERP_dBw: 39 / 29","Marcos","324","6.428","360","-60","60","3","GenericSensor","0","0","90","3000000000","3500000000","99","1","1","39","29","0","0","0","0","0","3000000","5","10.5","-30","1","0","0","0"
"Harpoon Seeker","","0","0","1","0","0","1900","2999","","","","","","Illuminator, Detects: S, Range: 60km, Ref:5.9km, ERP_dBw: 50 / 40","","60","5.935","60","-30","30","2.5","GenericSensor","0.25","4.8","3.2","3000000000","3500000000","99","1","0","50","40","0","0","0","0","0","3000000","5","5","-30","1","0","0","0"
"RGS-31","","0","0","","","","1900","2999","","","","","","Illuminator, Detects: S, Range: 20km, Ref:4.3km, ERP_dBw: 24 / 14","Marcos","20","4.286","60","-45","45","1","GenericSensor","0","0","90","3000000000","3500000000","99","1","0","24","14","0","0","0","0","0","3000000","5","1","-30","1","0","0","0"
